time,Force,Displacement
        26.8000,  -3.769932,    0.948,
        26.8500,  -3.765857,    0.951,
        26.9000,  -3.761670,    0.954,
        26.9500,  -3.757305,    0.957,
        27.0000,  -3.753210,    0.961,
        27.0500,  -3.748990,    0.964,
        27.1000,  -3.744902,    0.966,
        27.1500,  -3.740813,    0.970,
        27.2000,  -3.736580,    0.973,
        27.2500,  -3.732504,    0.976,
        27.3000,  -3.728264,    0.980,
        27.3500,  -3.724233,    0.982,
        27.4000,  -3.720038,    0.986,
        27.4500,  -3.715842,    0.990,
        27.5000,  -3.711499,    0.993,
        27.5500,  -3.707333,    0.997,
        27.6000,  -3.703245,    1.000,
        27.6500,  -3.699061,    1.003,
        27.7000,  -3.694904,    1.007,
        27.7500,  -3.690847,    1.010,
        27.8000,  -3.686603,    1.014,
        27.8500,  -3.682455,    1.017,
        27.9000,  -3.678255,    1.020,
        27.9500,  -3.674144,    1.024,
        28.0000,  -3.670066,    1.027,
        28.0500,  -3.665809,    1.030,
        28.1000,  -3.661417,    1.034,
        28.1500,  -3.657304,    1.038,
        28.2000,  -3.653247,    1.041,
        28.2500,  -3.649107,    1.043,
        28.3000,  -3.644859,    1.047,
        28.3500,  -3.640841,    1.050,
        28.4000,  -3.636619,    1.054,
        28.4500,  -3.632527,    1.056,
        28.5000,  -3.628347,    1.060,
        28.5500,  -3.624166,    1.064,
        28.6000,  -3.619914,    1.066,
        28.6500,  -3.615650,    1.070,
        28.7000,  -3.611494,    1.074,
        28.7500,  -3.607375,    1.077,
        28.8000,  -3.603220,    1.081,
        28.8500,  -3.599014,    1.084,
        28.9000,  -3.594936,    1.087,
        28.9500,  -3.590734,    1.090,
        29.0000,  -3.586513,    1.091,
        29.0500,  -3.582504,    1.091,
        29.1000,  -3.578277,    1.094,
        29.1500,  -3.574159,    1.096,
        29.2000,  -3.569934,    1.099,
        29.2500,  -3.565673,    1.102,
        29.3000,  -3.561477,    1.104,
        29.3500,  -3.557246,    1.107,
        29.4000,  -3.553267,    1.108,
        29.4500,  -3.549065,    1.110,
        29.5000,  -3.544857,    1.113,
        29.5500,  -3.540768,    1.115,
        29.6000,  -3.536499,    1.116,
        29.6500,  -3.532370,    1.116,
        29.7000,  -3.528321,    1.117,
        29.7500,  -3.524083,    1.119,
        29.8000,  -3.519790,    1.122,
        29.8500,  -3.515583,    1.125,
        29.9000,  -3.511530,    1.127,
        29.9500,  -3.507384,    1.131,
        30.0000,  -3.503191,    1.134,
        30.0500,  -3.499002,    1.136,
        30.1000,  -3.494841,    1.139,
        30.1500,  -3.490701,    1.142,
        30.2000,  -3.486584,    1.145,
        30.2500,  -3.482535,    1.148,
        30.3000,  -3.478393,    1.150,
        30.3500,  -3.474006,    1.154,
        30.4000,  -3.469763,    1.157,
        30.4500,  -3.465637,    1.160,
        30.5000,  -3.461407,    1.163,
        30.5500,  -3.457288,    1.166,
        30.6000,  -3.453238,    1.169,
        30.6500,  -3.448990,    1.173,
        30.7000,  -3.444900,    1.175,
        30.7500,  -3.440720,    1.178,
        30.8000,  -3.436634,    1.181,
        30.8500,  -3.432500,    1.185,
        30.9000,  -3.428216,    1.188,
        30.9500,  -3.423985,    1.192,
        31.0000,  -3.419719,    1.196,
        31.0500,  -3.415733,    1.199,
        31.1000,  -3.411428,    1.203,
        31.1500,  -3.407370,    1.206,
        31.2000,  -3.403112,    1.209,
        31.2500,  -3.398928,    1.213,
        31.3000,  -3.394965,    1.216,
        31.3500,  -3.390669,    1.220,
        31.4000,  -3.386531,    1.222,
        31.4500,  -3.382496,    1.225,
        31.5000,  -3.378234,    1.228,
        31.5500,  -3.373792,    1.232,
        31.6000,  -3.369795,    1.232,
        31.6500,  -3.365568,    1.234,
        31.7000,  -3.361508,    1.236,
        31.7500,  -3.357250,    1.238,
        31.8000,  -3.353227,    1.240,
        31.8500,  -3.348929,    1.243,
        31.9000,  -3.344882,    1.245,
        31.9500,  -3.340619,    1.248,
        32.0000,  -3.336584,    1.250,
        32.0500,  -3.332399,    1.253,
        32.1000,  -3.328205,    1.257,
        32.1500,  -3.323962,    1.260,
        32.2000,  -3.319812,    1.263,
        32.2500,  -3.315620,    1.266,
        32.3000,  -3.311524,    1.269,
        32.3500,  -3.307237,    1.272,
        32.4000,  -3.303196,    1.275,
        32.4500,  -3.299011,    1.278,
        32.5000,  -3.294844,    1.281,
        32.5500,  -3.290686,    1.285,
        32.6000,  -3.286539,    1.287,
        32.6500,  -3.282421,    1.290,
        32.7000,  -3.278226,    1.294,
        32.7500,  -3.273813,    1.297,
        32.8000,  -3.269727,    1.300,
        32.8500,  -3.265729,    1.303,
        32.9000,  -3.261504,    1.306,
        32.9500,  -3.257253,    1.310,
        33.0000,  -3.253128,    1.312,
        33.0500,  -3.249045,    1.315,
        33.1000,  -3.244785,    1.318,
        33.1500,  -3.240768,    1.321,
        33.2000,  -3.236545,    1.324,
        33.2500,  -3.232457,    1.327,
        33.3000,  -3.228145,    1.331,
        33.3500,  -3.223898,    1.334,
        33.4000,  -3.219727,    1.337,
        33.4500,  -3.215609,    1.339,
        33.5000,  -3.211471,    1.343,
        33.5500,  -3.207358,    1.346,
        33.6000,  -3.203158,    1.349,
