time,Force,Displacement
        25.0000,  -3.919973,    0.162,
        25.0500,  -3.915794,    0.163,
        25.1000,  -3.911656,    0.165,
        25.1500,  -3.907534,    0.165,
        25.2000,  -3.903230,    0.167,
        25.2500,  -3.899019,    0.168,
        25.3000,  -3.894871,    0.169,
        25.3500,  -3.890703,    0.170,
        25.4000,  -3.886588,    0.171,
        25.4500,  -3.882389,    0.172,
        25.5000,  -3.878260,    0.173,
        25.5500,  -3.874104,    0.174,
        25.6000,  -3.869993,    0.175,
        25.6500,  -3.865816,    0.176,
        25.7000,  -3.861637,    0.178,
        25.7500,  -3.857455,    0.179,
        25.8000,  -3.853177,    0.180,
        25.8500,  -3.849021,    0.182,
        25.9000,  -3.844889,    0.182,
        25.9500,  -3.840724,    0.184,
        26.0000,  -3.836577,    0.184,
        26.0500,  -3.832442,    0.186,
        26.1000,  -3.828286,    0.187,
        26.1500,  -3.824123,    0.188,
        26.2000,  -3.819951,    0.190,
        26.2500,  -3.815821,    0.191,
        26.3000,  -3.811684,    0.192,
        26.3500,  -3.807358,    0.194,
        26.4000,  -3.803170,    0.194,
        26.4500,  -3.799060,    0.195,
        26.5000,  -3.794871,    0.196,
        26.5500,  -3.790754,    0.198,
        26.6000,  -3.786569,    0.199,
        26.6500,  -3.782400,    0.201,
        26.7000,  -3.778311,    0.203,
        26.7500,  -3.774148,    0.204,
        26.8000,  -3.769964,    0.205,
        26.8500,  -3.765813,    0.206,
        26.9000,  -3.761609,    0.207,
        26.9500,  -3.757389,    0.209,
        27.0000,  -3.753150,    0.209,
        27.0500,  -3.749073,    0.211,
        27.1000,  -3.744848,    0.213,
        27.1500,  -3.740760,    0.215,
        27.2000,  -3.736582,    0.216,
        27.2500,  -3.732439,    0.217,
        27.3000,  -3.728267,    0.218,
        27.3500,  -3.724139,    0.220,
        27.4000,  -3.720007,    0.221,
        27.4500,  -3.715822,    0.222,
        27.5000,  -3.711482,    0.224,
        27.5500,  -3.707320,    0.226,
        27.6000,  -3.703220,    0.228,
        27.6500,  -3.699025,    0.229,
        27.7000,  -3.694890,    0.230,
        27.7500,  -3.690722,    0.231,
        27.8000,  -3.686578,    0.232,
        27.8500,  -3.682465,    0.234,
        27.9000,  -3.678275,    0.235,
        27.9500,  -3.674141,    0.237,
        28.0000,  -3.669970,    0.239,
        28.0500,  -3.665704,    0.241,
        28.1000,  -3.661509,    0.242,
        28.1500,  -3.657308,    0.243,
        28.2000,  -3.653213,    0.245,
        28.2500,  -3.649023,    0.246,
        28.3000,  -3.644912,    0.247,
        28.3500,  -3.640739,    0.249,
        28.4000,  -3.636587,    0.251,
        28.4500,  -3.632431,    0.253,
        28.5000,  -3.628279,    0.254,
        28.5500,  -3.624146,    0.256,
        28.6000,  -3.619975,    0.257,
        28.6500,  -3.615642,    0.259,
        28.7000,  -3.611487,    0.260,
        28.7500,  -3.607355,    0.263,
        28.8000,  -3.603209,    0.264,
        28.8500,  -3.599046,    0.266,
        28.9000,  -3.594867,    0.267,
        28.9500,  -3.590745,    0.268,
        29.0000,  -3.586594,    0.270,
        29.0500,  -3.582407,    0.272,
        29.1000,  -3.578290,    0.274,
        29.1500,  -3.574089,    0.276,
        29.2000,  -3.569918,    0.277,
        29.2500,  -3.565619,    0.278,
        29.3000,  -3.561475,    0.280,
        29.3500,  -3.557341,    0.282,
        29.4000,  -3.553154,    0.284,
        29.4500,  -3.549047,    0.285,
        29.5000,  -3.544854,    0.287,
        29.5500,  -3.540685,    0.289,
        29.6000,  -3.536579,    0.291,
        29.6500,  -3.532395,    0.292,
        29.7000,  -3.528299,    0.294,
        29.7500,  -3.524104,    0.295,
        29.8000,  -3.519804,    0.297,
        29.8500,  -3.515618,    0.299,
        29.9000,  -3.511452,    0.301,
        29.9500,  -3.507327,    0.303,
        30.0000,  -3.503160,    0.304,
        30.0500,  -3.499010,    0.306,
        30.1000,  -3.494856,    0.308,
        30.1500,  -3.490731,    0.310,
        30.2000,  -3.486569,    0.312,
        30.2500,  -3.482407,    0.313,
        30.3000,  -3.478259,    0.314,
        30.3500,  -3.474046,    0.316,
        30.4000,  -3.469769,    0.318,
        30.4500,  -3.465607,    0.320,
        30.5000,  -3.461457,    0.322,
        30.5500,  -3.457290,    0.324,
        30.6000,  -3.453144,    0.326,
        30.6500,  -3.449024,    0.327,
        30.7000,  -3.444872,    0.329,
        30.7500,  -3.440694,    0.331,
        30.8000,  -3.436559,    0.333,
        30.8500,  -3.432385,    0.335,
        30.9000,  -3.428258,    0.337,
        30.9500,  -3.423983,    0.338,
        31.0000,  -3.419722,    0.339,
        31.0500,  -3.415570,    0.341,
        31.1000,  -3.411459,    0.343,
        31.1500,  -3.407308,    0.346,
        31.2000,  -3.403148,    0.348,
        31.2500,  -3.398974,    0.349,
        31.3000,  -3.394836,    0.351,
        31.3500,  -3.390694,    0.353,
        31.4000,  -3.386535,    0.354,
        31.4500,  -3.382410,    0.356,
        31.5000,  -3.378241,    0.358,
        31.5500,  -3.373902,    0.360,
        31.6000,  -3.369753,    0.362,
        31.6500,  -3.365604,    0.363,
        31.7000,  -3.361444,    0.365,
        31.7500,  -3.357258,    0.367,
        31.8000,  -3.353138,    0.369,
        31.8500,  -3.349001,    0.371,
        31.9000,  -3.344831,    0.373,
        31.9500,  -3.340695,    0.375,
        32.0000,  -3.336519,    0.376,
        32.0500,  -3.332400,    0.378,
        32.1000,  -3.328204,    0.379,
        32.1500,  -3.323909,    0.381,
        32.2000,  -3.319764,    0.383,
        32.2500,  -3.315576,    0.386,
        32.3000,  -3.311465,    0.387,
        32.3500,  -3.307248,    0.389,
        32.4000,  -3.303148,    0.391,
        32.4500,  -3.298987,    0.393,
        32.5000,  -3.294804,    0.394,
        32.5500,  -3.290713,    0.396,
        32.6000,  -3.286507,    0.398,
        32.6500,  -3.282430,    0.400,
        32.7000,  -3.278146,    0.402,
        32.7500,  -3.273909,    0.404,
        32.8000,  -3.269742,    0.406,
